# R: 1.000000e+01
# Number density as a function of    z
# 175 species in total
# Species list has 25 lines
#       e-            H            C           CH            O           OH           C2   
#      C2H           CN           C3          C3H           C4          C4H           H2   
#      H2O           O2           CO          CH4          NH3           NO           He   
#      HCO            N          CH2          CH3           NH          NH2           Mg   
#     C2H2          HCN         C2H3           Si           N2          SiH         SiH2   
#     H2CO         SiH3         SiH4        CH3OH            S           HS          H2S   
#     C3H2       CH2CCH       CH3CCH          SiC         HCSi        CH3CN        CH2CO   
#      SiN         HNSi           CS          SiO          CO2          HCS           NS   
#     H2CS           SO          C3N         C4H2         HC3N          C3O          C2S   
#       Fe          SiS          OCS          SO2           S2          C3S           H+   
#       C+          CH+           O+          OH+          C2+         C2H+          CN+   
#      C3+         C3H+          C4+         C4H+          H2+         H2O+          O2+   
#      CO+         CH4+         NH3+          NO+          He+         HCO+           N+   
#     CH2+         CH3+          NH+         NH2+          Mg+        C2H2+         HCN+   
#    C2H3+          Si+          N2+         SiH+        SiH2+        H2CO+        SiH3+   
#    SiH4+       CH3OH+           S+          HS+         H2S+        C3H2+      CH2CCH+   
#  CH3CCH+         SiC+        HCSi+       CH3CN+       CH2CO+         SiN+        HNSi+   
#      CS+         SiO+         CO2+         HCS+          NS+        H2CS+          SO+   
#     C3N+        C4H2+        HC3N+         C3O+         C2S+          Fe+         SiS+   
#     OCS+         SO2+          S2+         C3S+          HNC         SiO2          H3+   
#     CH5+         NH4+         H3O+        H2NC+        HCNH+        C2H4+         N2H+   
#    H3CO+      CH3OH2+        SiH5+         H3S+         C2N+         CNC+         C2O+   
#    HC2O+        C3H5+      CH3CNH+       CH3CO+        HCO2+        SiOH+        H3CS+   
#     HNS+         HSO+       HC3NH+        HC3O+       C3H2O+       H3C3O+        HC2S+   
#    HSiS+        HOCS+        HSO2+     CH3C3NH+        H2S2+        HC3S+          C7+   
0.000000e+00 1.588320e-17
1.734637e+02 4.711021e+07 7.547601e-07 7.828282e-08 9.885026e+03 4.062208e-01 5.478904e-05 
2.145662e-06 1.742955e-06 1.584096e-01 2.381123e-03 5.623092e-09 1.386026e-02 1.010795e+11 
6.148007e+02 3.876217e+07 4.371660e+07 9.899807e+03 2.120673e+03 3.290118e+00 1.971512e+10 
2.687102e-05 2.488502e+02 1.404700e-08 1.035490e-06 3.841708e-02 3.835437e-01 1.876356e+03 
8.925456e+01 5.151698e-01 4.877575e-10 1.249788e-08 1.132237e+07 4.351023e-06 6.814381e-16 
1.569189e-01 2.117578e-16 1.322548e-13 9.773775e-08 3.610210e-03 3.272104e-07 3.686912e-07 
9.515108e-05 3.208562e-02 1.419723e+01 9.033184e-15 8.880915e-20 4.262915e-05 7.372144e-02 
3.668560e-07 1.741807e-08 9.461983e-01 5.804011e+00 2.187539e+07 8.377219e-09 1.995446e-08 
1.891303e+00 4.747912e+03 2.571307e-01 7.814785e+04 5.648401e+00 1.519108e+03 1.304724e-06 
4.778021e+02 2.350419e-13 4.076691e+00 3.736064e+06 3.513647e-10 1.321099e-06 6.368376e-07 
3.267025e-06 6.594938e-14 1.188256e-09 2.000451e-09 8.663946e-14 2.389883e-12 4.659455e-17 
5.038938e-13 9.851000e-10 8.536204e-12 5.949084e-11 1.750952e-08 3.156010e-09 6.108271e-04 
2.434804e-09 2.144638e-11 3.008231e-06 4.131643e-07 3.273402e-06 2.927043e-02 9.172158e-10 
1.778106e-12 3.073101e-07 2.332687e-10 1.106748e-09 1.457082e+02 4.922319e-08 9.318505e-15 
1.559546e-05 3.600052e-08 1.173210e-10 2.704395e-16 1.006757e-11 2.457589e-09 2.835990e-17 
1.354758e-30 8.067987e-17 2.987162e-05 7.234460e-09 4.087515e-09 3.638280e-07 3.936992e-10 
2.469603e-09 1.177012e-22 1.867178e-16 4.977876e-17 2.065025e-07 3.457094e-14 3.250751e-18 
1.642009e-13 6.939626e-16 9.093773e-11 3.474878e-07 3.464237e-07 5.981561e-07 1.945555e-03 
6.341699e-16 6.206082e-06 7.530256e-11 5.968314e-14 2.445523e-21 2.771388e+01 1.420509e-15 
2.080364e-10 6.869293e-09 3.514498e-08 1.366877e-12 3.821654e-04 7.180949e+02 2.516915e-05 
2.545587e-08 9.745994e-04 1.939884e-03 1.775493e-07 8.045586e-07 3.820185e-08 8.942614e-06 
2.761832e-07 1.308479e-12 1.091553e-19 1.567306e-10 9.790037e-10 6.254365e-11 2.394209e-15 
1.040553e-07 1.319412e-05 4.784172e-11 8.122624e-08 3.767632e-05 2.738758e-06 1.173042e-06 
1.239153e-14 3.010921e-03 2.499643e-06 1.767065e-03 2.836765e-10 3.007955e-07 2.644379e-08 
8.118397e-19 1.018549e-06 1.883402e-03 3.294217e-12 1.191357e-17 8.638645e-13 4.083133e-18 
2.000000e+00 6.097702e-17
1.499061e+02 4.762838e+07 1.123143e-03 5.648229e-08 9.383027e+03 5.831091e-01 2.519957e-05 
1.456143e-06 1.260360e-06 5.268512e-02 1.003519e-03 3.214079e-09 5.846030e-03 6.324492e+10 
5.405456e+02 2.295504e+07 2.501156e+07 5.103593e+03 1.797680e+03 4.005619e+00 1.233741e+10 
1.967485e-05 2.124490e+02 6.813365e-09 1.256214e-06 4.221860e-02 4.183751e-01 1.139568e+03 
3.075516e+01 3.084613e-01 2.387060e-10 5.377857e-08 7.085094e+06 4.371528e-06 1.878238e-15 
1.128839e-01 4.709630e-16 2.051568e-13 1.026994e-07 6.111365e-03 1.405828e-07 2.722571e-07 
2.770204e-05 1.558235e-02 4.831667e+00 1.396722e-14 6.780271e-20 2.231457e-05 5.079250e-02 
3.315043e-07 9.452602e-09 4.885449e-01 4.186520e+00 1.616262e+07 3.337198e-09 2.727265e-08 
1.504227e+00 3.759937e+03 8.453324e-02 1.744966e+04 1.908189e+00 6.900348e+02 8.903975e-07 
2.922944e+02 1.331071e-12 2.492555e+00 2.337180e+06 3.839803e-10 4.002327e-07 9.943923e-07 
4.793522e-06 8.925211e-14 1.820389e-09 3.066857e-09 1.030205e-13 1.466713e-12 7.568590e-17 
5.887281e-13 6.768769e-10 5.098276e-12 3.725768e-11 2.841820e-08 4.840376e-09 6.677411e-04 
4.204086e-09 5.250908e-11 4.881890e-06 4.667969e-07 5.427322e-06 3.599256e-02 1.520948e-09 
2.584047e-12 4.516301e-07 3.868207e-10 1.835789e-09 1.258074e+02 3.925395e-08 1.849488e-14 
7.707996e-06 1.531028e-07 1.945370e-10 1.131551e-15 4.201974e-11 2.743196e-09 8.578864e-17 
5.426313e-30 1.072935e-16 5.673276e-05 8.550600e-09 4.793177e-09 1.548197e-07 2.673753e-10 
1.678605e-09 2.739164e-22 3.162953e-16 3.380058e-17 9.510891e-08 1.843436e-13 1.880085e-17 
3.046585e-13 1.253561e-15 1.780721e-10 2.423811e-07 3.965794e-07 2.787630e-07 2.273550e-03 
5.657110e-16 2.876741e-06 4.862356e-11 6.508118e-14 5.146367e-21 2.404941e+01 3.709857e-15 
1.865117e-10 1.088467e-08 2.995377e-08 1.265973e-12 3.241903e-04 4.488178e+02 4.039322e-05 
3.971373e-08 1.165794e-03 2.257940e-03 2.555129e-07 6.885146e-07 1.889917e-08 1.422381e-05 
2.795366e-07 1.956442e-12 2.419004e-19 1.154751e-10 6.344385e-10 6.362671e-11 3.324948e-15 
5.653581e-08 6.361335e-06 3.555261e-11 7.919259e-08 7.746576e-05 2.796463e-06 1.328666e-06 
2.413758e-14 3.394989e-03 1.197504e-06 1.140450e-03 1.497705e-10 9.842454e-08 2.002505e-08 
6.560465e-18 8.953023e-07 2.186043e-03 1.892513e-12 1.697408e-17 3.882967e-13 1.246964e-18 
2.250000e+00 2.009774e-16
1.542288e+02 6.656762e+07 5.695344e-03 4.494119e-08 1.168364e+04 1.324372e+00 7.931309e-07 
4.431700e-08 3.832135e-07 2.871009e-04 2.330154e-06 1.739169e-11 1.339821e-05 3.716050e+10 
6.440074e+02 1.280781e+07 1.342206e+07 1.437562e+03 1.800995e+03 8.030846e+00 7.252789e+09 
1.471840e-05 2.102449e+02 2.496058e-09 2.101953e-06 6.751169e-02 6.603455e-01 6.148759e+02 
3.783190e-01 3.060484e-01 7.624754e-12 1.215494e-07 4.164694e+06 9.426647e-08 2.232294e-14 
8.208673e-02 4.006569e-15 8.928261e-13 1.524880e-07 2.093624e-02 3.437805e-09 1.901781e-07 
2.686811e-07 1.894971e-04 2.973847e-02 4.253345e-15 6.309977e-20 1.822680e-05 3.430907e-02 
5.712268e-09 6.034694e-09 1.181113e-01 3.620696e+00 1.082663e+07 5.617028e-11 1.072433e-07 
8.017686e-01 3.598825e+03 4.447338e-04 1.171576e+01 1.166133e-02 5.911835e+01 3.243799e-08 
1.608338e+02 5.210828e-11 7.716116e-01 1.372570e+06 3.749834e-10 2.173337e-09 3.230819e-06 
1.430014e-05 1.415234e-13 5.696685e-09 9.619922e-09 4.884482e-14 5.423178e-14 4.407532e-16 
2.807382e-13 1.441899e-11 6.566018e-14 2.429016e-13 9.363760e-08 1.520127e-08 1.201210e-03 
1.452346e-08 2.370342e-10 1.609728e-05 8.699884e-07 1.824939e-05 7.037927e-02 5.116459e-09 
7.258662e-12 1.107239e-06 1.301342e-09 6.180564e-09 1.289999e+02 3.651467e-09 9.434391e-14 
3.007624e-07 3.905891e-06 6.543972e-10 2.857388e-14 9.534227e-10 5.250412e-09 1.232201e-15 
1.447969e-28 2.789512e-16 2.105338e-04 1.347335e-08 7.467950e-09 8.200594e-10 5.508791e-12 
3.880972e-11 3.300827e-23 1.183139e-16 2.345703e-18 2.127740e-09 7.089858e-12 7.444050e-16 
1.475915e-12 6.481658e-15 6.825312e-10 1.646169e-07 7.014439e-07 6.378075e-09 4.262237e-03 
1.942991e-17 7.983611e-09 8.549668e-13 2.927806e-14 2.293250e-21 2.513515e+01 2.124498e-14 
1.771697e-10 3.540699e-08 1.818397e-08 1.060323e-14 5.362629e-04 2.626868e+02 1.317638e-04 
7.697084e-08 2.216981e-03 4.445914e-03 7.421326e-07 1.315409e-06 7.416310e-10 4.599842e-05 
3.770891e-07 5.554268e-12 1.970539e-18 7.736223e-11 1.361554e-11 1.829214e-10 1.260674e-14 
2.671208e-09 7.456926e-08 5.546253e-11 1.015255e-07 3.093081e-04 4.633374e-06 1.349194e-06 
1.809540e-13 6.187657e-03 1.388978e-08 1.858776e-04 7.266702e-12 2.003145e-09 8.885816e-10 
4.906531e-16 5.689230e-07 4.063680e-03 2.756023e-14 3.754253e-17 4.951221e-15 1.862923e-23 
2.500000e+00 1.007160e-15
1.650515e+02 1.118158e+08 1.137667e-05 1.625470e-07 1.853484e+04 3.080551e+00 1.478106e-06 
1.748189e-07 3.685840e-06 6.104291e-06 2.038851e-08 6.602885e-13 1.098575e-07 2.048445e+10 
9.110904e+02 8.373928e+06 1.002410e+07 7.192083e+02 1.730709e+03 1.808694e+01 4.005370e+09 
9.967874e-06 2.428605e+02 6.849011e-09 9.023533e-06 1.108882e-01 1.059738e+00 2.740634e+02 
3.368514e-01 7.860227e-01 1.259859e-11 3.290092e-07 2.299524e+06 7.386168e-08 3.590368e-14 
1.156608e-01 4.549297e-15 4.701211e-13 4.058490e-07 9.614496e-02 5.999867e-09 8.963662e-08 
7.007758e-07 1.862123e-05 1.246381e-03 4.730904e-14 4.841870e-19 8.884532e-05 4.936847e-02 
3.314107e-09 2.907567e-09 1.693946e-01 3.964055e+00 3.367487e+06 8.655751e-11 5.191254e-07 
6.154015e-01 4.818817e+03 1.919610e-05 6.427073e-06 5.104627e-04 7.392029e-01 7.126038e-08 
7.464203e+01 3.015933e-10 1.138780e+00 7.551725e+05 2.206353e-09 5.812288e-09 2.072229e-05 
1.014866e-04 6.081388e-13 3.444394e-08 5.852596e-08 7.205622e-15 8.339173e-15 9.558786e-15 
3.297590e-14 1.886300e-12 7.482606e-15 1.360597e-14 4.686724e-07 9.273062e-08 4.587603e-03 
5.953510e-08 2.035489e-09 7.852182e-05 3.368889e-06 8.533231e-05 1.782158e-01 2.396122e-08 
5.002858e-11 5.491666e-06 6.095030e-09 2.898657e-08 1.367438e+02 2.809922e-08 1.182641e-12 
7.617435e-07 1.825633e-05 3.065044e-09 1.337045e-13 3.077306e-09 3.084591e-08 2.933299e-15 
1.013183e-27 2.655247e-15 8.241215e-04 1.780720e-08 9.600866e-09 2.933419e-11 7.282838e-13 
1.235015e-11 4.047215e-22 1.949023e-15 1.628347e-17 5.406870e-09 4.699223e-11 3.710725e-15 
2.542709e-11 8.610043e-14 1.797302e-09 9.730679e-07 2.050907e-06 1.543588e-08 1.216287e-02 
7.201726e-18 9.642083e-11 1.726167e-13 4.529455e-15 1.393749e-19 2.805978e+01 8.773950e-14 
1.638255e-09 2.021481e-07 7.536323e-08 3.480630e-16 2.145842e-03 1.431049e+02 6.761237e-04 
2.179956e-07 5.209868e-03 1.444860e-02 4.729127e-06 8.272033e-06 1.880098e-09 2.387385e-04 
1.194440e-06 3.640902e-11 2.418628e-18 3.394773e-11 2.047762e-11 3.115942e-09 7.946372e-14 
1.024024e-08 7.589043e-09 6.552036e-10 3.520743e-07 6.504324e-04 1.267592e-05 2.465645e-06 
2.088579e-12 1.969938e-02 1.471162e-09 5.557773e-06 3.902442e-11 3.540544e-09 2.894694e-09 
6.819453e-15 2.129930e-06 1.087093e-02 5.591220e-15 7.258873e-17 3.439162e-14 8.407131e-27 
2.750000e+00 4.383006e-15
1.489728e+02 1.689972e+08 3.757970e-05 4.570881e-07 2.740145e+04 5.851853e+00 2.538640e-06 
6.354619e-07 2.861227e-05 4.484721e-06 2.336662e-08 1.333881e-12 1.263251e-07 1.057170e+10 
1.047040e+03 4.849628e+06 6.225792e+06 2.855909e+02 1.428062e+03 3.389697e+01 2.077959e+09 
5.304707e-06 2.814346e+02 1.432013e-08 3.063278e-05 1.629356e-01 1.505613e+00 9.165171e+01 
2.705486e-01 1.441734e+00 1.727160e-11 1.236563e-06 1.192621e+06 1.203347e-07 4.691326e-14 
1.312049e-01 4.328307e-15 2.214939e-13 7.020844e-07 4.175344e-01 1.219333e-08 4.479049e-08 
1.121413e-06 2.870094e-05 9.299404e-04 4.085056e-13 3.231484e-18 2.477893e-04 4.711795e-02 
4.290597e-09 8.965455e-10 2.813662e-01 4.349561e+00 7.217591e+05 1.312708e-10 2.244096e-06 
3.735420e-01 6.281776e+03 1.431748e-05 4.387128e-06 3.735119e-04 2.284965e-01 1.425224e-07 
2.641659e+01 1.416717e-09 1.680719e+00 3.879947e+05 1.348385e-08 1.422661e-08 1.285820e-04 
5.589690e-04 2.064303e-12 1.744228e-07 3.009646e-07 2.604529e-14 3.337919e-14 1.407200e-13 
8.957532e-14 8.190912e-12 2.468492e-14 4.490008e-14 2.032867e-06 4.800525e-07 1.788123e-02 
1.989784e-07 1.490872e-08 3.462728e-04 1.611059e-05 3.537658e-04 4.233371e-01 9.982371e-08 
2.704972e-10 2.052277e-05 2.539592e-08 1.210091e-07 1.214723e+02 1.832953e-07 1.069191e-11 
1.700293e-06 6.975756e-05 1.277017e-08 5.124267e-13 8.170258e-09 1.708432e-07 6.272512e-15 
6.471170e-27 1.989834e-14 3.031759e-03 2.521451e-08 1.207821e-08 4.388852e-11 3.186900e-12 
4.730005e-11 7.488017e-21 2.750455e-14 1.785658e-16 1.482212e-08 2.543812e-10 1.834361e-14 
3.537083e-10 1.144536e-12 3.081181e-09 6.741405e-06 6.660672e-06 3.923160e-08 3.382955e-02 
4.243795e-17 1.820257e-10 6.086555e-13 1.566008e-14 7.431634e-18 2.686441e+01 3.281247e-13 
1.686612e-08 1.061227e-06 3.633205e-07 1.719353e-15 6.400790e-03 7.194871e+01 2.972513e-03 
5.476397e-07 1.185670e-02 4.351275e-02 2.381166e-05 4.156696e-05 4.199475e-09 1.054745e-03 
3.167495e-06 1.731754e-10 2.957748e-18 1.655128e-11 2.860720e-10 3.482214e-08 2.777929e-13 
3.999837e-08 1.537323e-08 4.959862e-09 9.060412e-07 9.617863e-04 3.892359e-05 3.980928e-06 
2.407075e-11 6.813193e-02 2.916275e-09 4.583281e-06 1.751683e-10 5.438096e-09 9.484303e-09 
8.584519e-14 8.754367e-06 2.790161e-02 1.693915e-14 1.769512e-16 2.258796e-13 3.521326e-26 
3.000000e+00 1.446819e-14
1.043726e+02 2.142523e+08 2.117496e-04 9.965973e-07 3.652711e+04 8.444858e+00 2.561086e-06 
1.148650e-06 1.349927e-04 2.669871e-06 1.317686e-08 1.064392e-12 6.887729e-08 5.086288e+09 
8.961894e+02 2.463601e+06 3.253680e+06 7.853293e+01 9.538074e+02 4.848749e+01 1.012716e+09 
2.004516e-06 3.136433e+02 1.987946e-08 6.134663e-05 1.947890e-01 1.731672e+00 2.072964e+01 
1.092072e-01 1.623117e+00 1.223796e-11 5.482632e-06 5.810029e+05 1.284027e-07 4.484342e-14 
1.105449e-01 3.391560e-15 9.399640e-14 7.096238e-07 1.485647e+00 2.402513e-08 2.349633e-08 
5.830622e-07 2.498270e-05 4.249019e-04 1.693764e-12 1.486873e-17 3.317391e-04 2.959762e-02 
3.948218e-09 2.374575e-10 4.938425e-01 4.446273e+00 1.323429e+05 1.141014e-10 7.167627e-06 
1.501236e-01 7.456396e+03 6.551596e-06 1.163904e-06 1.686495e-04 4.530641e-02 1.343949e-07 
6.243111e+00 4.726980e-09 2.139298e+00 1.846953e+05 7.072605e-08 1.579713e-08 6.682911e-04 
2.053424e-03 4.995836e-12 6.221903e-07 1.115136e-06 5.315269e-14 7.329536e-14 1.069747e-12 
1.253856e-13 1.908025e-11 3.737279e-14 6.806657e-14 6.656915e-06 1.807095e-06 6.624237e-02 
5.490574e-07 6.522102e-08 1.245538e-03 9.260674e-05 1.146919e-03 8.826936e-01 3.277030e-07 
9.814868e-10 5.291255e-05 8.338238e-08 3.981443e-07 8.313869e+01 6.047648e-07 5.721002e-11 
2.132382e-06 1.931673e-04 4.192168e-08 1.433068e-12 1.653829e-08 8.073339e-07 1.140289e-14 
3.136325e-26 1.067048e-13 9.401676e-03 4.606312e-08 1.423456e-08 3.904198e-11 7.452146e-12 
1.132394e-10 7.463412e-20 2.167172e-13 1.652901e-15 2.553826e-08 9.240700e-10 7.899352e-14 
3.206260e-09 1.225270e-11 3.774516e-09 4.079261e-05 2.247136e-05 6.182069e-08 8.684955e-02 
1.294100e-16 1.895976e-10 1.252338e-12 2.772394e-14 1.788483e-16 1.972397e+01 9.130488e-13 
1.615701e-07 4.281418e-06 1.775948e-06 4.863267e-15 1.229532e-02 3.273827e+01 9.641834e-03 
9.136799e-07 2.514075e-02 1.126761e-01 8.339435e-05 1.454287e-04 5.267980e-09 3.411395e-03 
6.904651e-06 5.451310e-10 3.690629e-18 1.153849e-11 2.605098e-09 2.048381e-07 5.526813e-13 
1.105887e-07 2.166200e-08 2.048351e-08 1.742259e-06 1.062268e-03 1.258186e-04 4.827636e-06 
2.329602e-10 2.430179e-01 4.046536e-09 2.747321e-06 4.311131e-10 5.087315e-09 1.701431e-08 
8.683167e-13 3.403372e-05 6.380788e-02 2.814591e-14 6.578756e-16 6.833511e-13 4.296660e-26 
3.250000e+00 3.681395e-14
5.828243e+01 2.295933e+08 8.386125e-04 1.987372e-06 4.564180e+04 9.844950e+00 1.431808e-06 
9.644651e-07 4.092032e-04 1.102534e-06 3.860014e-09 3.553536e-13 1.814164e-08 2.262921e+09 
6.536010e+02 1.134588e+06 1.527656e+06 1.385273e+01 5.239049e+02 5.518401e+01 4.636553e+08 
5.448882e-07 3.224926e+02 1.933012e-08 6.051885e-05 1.823115e-01 1.552266e+00 3.437174e+00 
2.141222e-02 1.307535e+00 4.296685e-12 1.961616e-05 2.658522e+05 8.137421e-08 2.831173e-14 
6.194458e-02 2.066884e-15 3.501769e-14 5.226499e-07 4.579184e+00 4.268166e-08 1.247637e-08 
1.157712e-07 1.058218e-05 1.032185e-04 2.711809e-12 4.154092e-17 2.729925e-04 1.437897e-02 
2.222881e-09 4.470215e-11 8.127633e-01 3.891712e+00 2.259701e+04 6.092049e-11 1.656239e-05 
3.869607e-02 7.966106e+03 1.604917e-06 1.766070e-07 4.057669e-05 5.543256e-03 5.569338e-08 
1.022686e+00 1.144254e-08 2.357191e+00 8.000055e+04 3.223020e-07 9.474439e-09 2.977932e-03 
5.546993e-03 1.267863e-11 1.661616e-06 3.258823e-06 5.244144e-14 7.566234e-14 4.873430e-12 
9.005133e-14 2.043848e-11 2.776420e-14 5.077413e-14 1.663802e-05 5.464599e-06 2.399136e-01 
1.276230e-06 1.457691e-07 3.876271e-03 6.076135e-04 2.917586e-03 1.518764e+00 8.574576e-07 
2.632864e-09 9.908215e-05 2.181985e-07 1.044029e-06 4.411721e+01 9.345453e-07 2.088461e-10 
1.369621e-06 3.778208e-04 1.096792e-07 2.894413e-12 2.339072e-08 3.223008e-06 1.610342e-14 
1.113653e-25 5.111007e-13 2.420605e-02 1.314350e-07 1.522960e-08 1.744575e-11 8.002316e-12 
1.443657e-10 4.888096e-19 7.755590e-13 1.093212e-14 2.873915e-08 1.889616e-09 2.441905e-13 
2.081091e-08 1.031143e-10 3.619195e-09 2.108509e-04 7.179412e-05 6.359335e-08 2.191751e-01 
1.786291e-16 1.121812e-10 1.267083e-12 2.720455e-14 1.901670e-15 1.086591e+01 1.836918e-12 
1.556212e-06 1.292920e-05 8.885546e-06 8.871208e-15 1.686309e-02 1.313199e+01 2.316639e-02 
8.545888e-07 4.809519e-02 2.660661e-01 2.216162e-04 3.859750e-04 3.383472e-09 8.156754e-03 
1.161618e-05 1.331692e-09 4.145910e-18 1.371159e-11 1.628860e-08 7.917032e-07 7.698883e-13 
2.083142e-07 1.722642e-08 5.509631e-08 2.740707e-06 9.077207e-04 3.734431e-04 3.904755e-06 
1.709317e-09 8.085296e-01 3.157319e-09 1.063579e-06 5.601503e-10 2.747410e-09 1.576699e-08 
6.608597e-12 1.153553e-04 1.244597e-01 2.270871e-14 4.317742e-15 1.143685e-12 1.681374e-26 
3.500000e+00 7.451754e-14
3.055260e+01 2.109824e+08 3.690027e-03 3.832639e-06 5.484400e+04 9.807921e+00 5.410618e-07 
3.309731e-07 8.613872e-04 2.893100e-07 5.370036e-10 4.660628e-14 1.818643e-09 9.171523e+08 
5.147489e+02 4.753777e+05 6.631404e+05 1.357538e+00 2.492689e+02 5.121060e+01 1.994157e+08 
1.315301e-07 3.079635e+02 1.405694e-08 2.600465e-05 1.343470e-01 1.063955e+00 6.119373e-01 
1.931881e-03 9.747329e-01 6.779804e-13 4.953633e-05 1.142308e+05 2.765252e-08 1.045689e-14 
2.085302e-02 7.348491e-16 1.038558e-14 3.605362e-07 1.325113e+01 6.857007e-08 7.169797e-09 
9.275219e-09 1.915897e-06 1.329018e-05 1.595110e-12 6.348255e-17 1.856403e-04 5.831991e-03 
7.033443e-10 5.060580e-12 1.209846e+00 2.778688e+00 3.615783e+03 2.100417e-11 2.941740e-05 
6.833080e-03 7.573323e+03 2.180417e-07 2.545895e-08 5.206592e-06 3.049351e-04 1.084319e-08 
1.653615e-01 1.946058e-08 2.496980e+00 3.024504e+04 1.149345e-06 3.238785e-09 1.128100e-02 
1.207837e-02 4.557914e-11 3.552471e-06 8.413710e-06 2.206397e-14 3.422415e-14 1.724274e-11 
2.599954e-14 9.339276e-12 8.206332e-15 1.520755e-14 3.243242e-05 1.499175e-05 7.222583e-01 
2.468988e-06 1.462055e-07 1.036881e-02 3.245684e-03 6.000053e-03 1.819445e+00 1.869870e-06 
5.727976e-09 1.245534e-04 4.758515e-07 2.281709e-06 1.984095e+01 5.066363e-07 6.488181e-10 
3.278227e-07 4.895540e-04 2.391248e-07 4.073997e-12 1.817261e-08 8.369565e-06 1.362779e-14 
2.571926e-25 2.032291e-12 5.480671e-02 4.420977e-07 1.520900e-08 3.531004e-12 3.675385e-12 
6.490334e-11 2.583817e-18 1.044058e-12 6.294197e-14 1.862238e-08 1.831745e-09 4.161613e-13 
1.064940e-07 6.668446e-10 2.830439e-09 8.250497e-04 1.735433e-04 3.877151e-08 5.032517e-01 
1.173222e-16 2.581215e-11 5.955654e-13 1.170944e-14 7.339964e-15 4.947860e+00 2.744124e-12 
1.273910e-05 2.799459e-05 4.103019e-05 1.086456e-14 1.870985e-02 4.542153e+00 4.104279e-02 
3.840520e-07 6.813348e-02 5.377003e-01 4.380149e-04 7.594906e-04 8.093764e-10 1.431307e-02 
1.073761e-05 2.508949e-09 2.693615e-18 2.036892e-11 7.264100e-08 2.413844e-06 8.314576e-13 
1.729277e-07 5.809826e-09 9.758349e-08 2.845358e-06 5.857539e-04 7.534038e-04 1.638732e-06 
7.580780e-09 1.787902e+00 1.036920e-09 1.421937e-07 2.514606e-10 5.445424e-10 7.019810e-09 
2.683876e-11 2.660386e-04 1.673682e-01 6.987456e-15 3.452373e-14 9.086202e-13 1.336468e-27 
3.750000e+00 1.256120e-13
1.734996e+01 1.692330e+08 1.564837e-02 7.296685e-06 6.476293e+04 8.458705e+00 3.962472e-07 
5.432964e-08 1.216134e-03 5.963091e-08 5.417818e-11 3.143958e-15 8.253167e-11 3.285686e+08 
4.912637e+02 1.727220e+05 2.688852e+05 7.593521e-02 9.676737e+01 3.860331e+01 8.057121e+07 
3.348662e-08 2.911459e+02 9.453124e-09 6.021623e-06 8.100155e-02 5.638151e-01 1.466090e-01 
9.760975e-05 7.251977e-01 6.323576e-14 9.425123e-05 4.606278e+04 5.192923e-09 2.372145e-15 
4.794921e-03 1.260276e-16 2.381482e-15 2.653567e-07 3.883760e+01 1.087041e-07 6.042958e-09 
3.632795e-10 1.895194e-07 1.232825e-06 8.448657e-13 6.878265e-17 1.168858e-04 2.125474e-03 
1.352272e-10 3.626415e-13 1.789205e+00 1.644444e+00 5.052197e+02 8.394701e-12 4.405603e-05 
1.118100e-03 6.244391e+03 2.763507e-08 3.407572e-09 4.964937e-07 7.170725e-06 1.677254e-09 
3.229336e-02 2.280893e-08 2.638164e+00 8.997007e+03 2.775472e-06 7.805672e-10 3.757889e-02 
2.406857e-02 1.829532e-10 6.541884e-06 2.103986e-05 6.184192e-15 1.702492e-14 5.405272e-11 
3.428519e-15 2.561033e-12 1.073990e-15 2.114007e-15 5.052710e-05 4.079842e-05 1.551070e+00 
4.074817e-06 7.582012e-08 2.107793e-02 1.097262e-02 1.059785e-02 1.355199e+00 3.718726e-06 
1.147224e-08 1.089376e-04 9.462520e-07 4.541358e-06 8.117105e+00 9.960723e-08 2.191812e-09 
2.885376e-08 4.381257e-04 4.754035e-07 4.340846e-12 7.081548e-09 1.330554e-05 6.425675e-15 
4.475094e-25 5.713015e-12 1.353564e-01 1.289797e-06 1.676641e-08 4.349605e-13 1.022245e-12 
1.117641e-11 1.252976e-17 1.148231e-12 3.629260e-13 1.180613e-08 9.181210e-10 3.754866e-13 
4.912947e-07 3.603610e-09 1.803336e-09 2.337574e-03 2.995401e-04 2.213847e-08 9.434193e-01 
5.752284e-17 2.432944e-12 2.260020e-13 2.289770e-15 1.179632e-14 2.033635e+00 3.235078e-12 
7.494175e-05 4.190512e-05 1.552186e-04 1.250112e-14 1.755871e-02 1.312518e+00 5.126960e-02 
9.203300e-08 5.890383e-02 8.520095e-01 5.967029e-04 1.019938e-03 7.107965e-11 1.745309e-02 
5.066475e-06 3.672182e-09 7.722830e-19 2.655558e-11 2.387583e-07 6.131098e-06 6.413264e-13 
5.535761e-08 9.687420e-10 1.089228e-07 1.763204e-06 2.553630e-04 9.155451e-04 3.988640e-07 
2.193290e-08 2.004350e+00 1.683967e-10 5.112463e-09 3.530007e-11 3.422206e-11 2.236372e-09 
4.735483e-11 3.394102e-04 1.191477e-01 1.026245e-15 2.276886e-13 3.540905e-13 3.300674e-29 
